gender,senior_citizen,partner,dependents,tenure,online_security,online_backup,tech_support,streaming_tv,streaming_movies,payment_method,contract_type,paperless_billing,monthly_charges,total_charges,churn
Male,0,Yes,Yes,55,No,No,No,No,No,Electronic check,Month-to-month,Yes,56.08,3122.66,No
Male,0,Yes,No,36,Yes,No,No,Yes,Yes,Mailed check,Month-to-month,Yes,30.55,1055.68,No
Male,0,No,Yes,52,Yes,No,Yes,No,No,Mailed check,Month-to-month,Yes,88.3,4600.02,No
Female,0,Yes,No,10,Yes,No,No,No,No,Electronic check,One year,Yes,89.2,875.14,Yes
Male,0,No,Yes,28,Yes,No,No,No,Yes,Bank transfer (automatic),One year,Yes,62.02,1704.71,Yes
Male,0,Yes,No,51,Yes,No,No,Yes,No,Electronic check,Month-to-month,No,69.32,3597.28,No
Female,0,Yes,No,65,No,Yes,No,No,No,Mailed check,Month-to-month,No,72.75,4723.04,No
Female,1,Yes,No,47,Yes,No,Yes,No,No,Credit card (automatic),Month-to-month,No,75.87,3535.55,Yes
Female,0,Yes,No,48,Yes,No,No,Yes,No,Bank transfer (automatic),Two year,Yes,37.66,1773.22,No
Female,0,Yes,No,25,Yes,No,No,No,Yes,Mailed check,Month-to-month,Yes,81.72,2058.32,Yes
Male,0,Yes,Yes,51,No,Yes,Yes,No,No,Mailed check,Month-to-month,No,41.79,2168.38,No
Male,0,Yes,No,26,No,No,No,No,Yes,Electronic check,Month-to-month,No,86.35,2302.36,Yes
Male,0,No,Yes,4,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),One year,No,44.44,170.23,Yes
Female,0,Yes,No,18,Yes,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,38.8,688.11,No
Male,0,Yes,No,45,No,Yes,No,No,No,Bank transfer (automatic),Month-to-month,No,69.33,3125.61,No
Female,1,Yes,Yes,70,Yes,No,No,Yes,No,Mailed check,Month-to-month,No,68.79,4822.67,Yes
Male,0,Yes,Yes,36,No,Yes,Yes,No,No,Mailed check,One year,Yes,72.49,2574.89,No
Female,1,No,No,62,No,Yes,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,48.57,3077.42,No
Female,0,Yes,Yes,57,No,Yes,Yes,No,No,Electronic check,Two year,No,74.87,4268.45,No
Male,1,No,No,41,No,Yes,No,No,Yes,Mailed check,Two year,No,77.13,3186.3,No
Female,0,Yes,Yes,58,Yes,Yes,No,No,No,Electronic check,Month-to-month,Yes,97.98,5701.77,Yes
Male,0,Yes,No,29,Yes,No,No,No,No,Electronic check,Two year,Yes,74.44,2176.96,No
Male,0,No,No,32,Yes,No,No,Yes,No,Mailed check,Two year,No,55.61,1734.48,No
Male,0,Yes,No,54,Yes,No,Yes,No,No,Mailed check,Month-to-month,Yes,37.67,2033.92,No
Male,0,No,Yes,46,Yes,No,Yes,Yes,No,Mailed check,One year,No,33.27,1633.23,No
Female,0,Yes,No,38,No,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,77.75,3025.98,No
Male,0,No,No,32,No,No,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,89.04,2856.24,Yes
Female,0,Yes,No,71,Yes,No,Yes,No,Yes,Electronic check,Month-to-month,No,48.63,3436.56,No
Male,0,Yes,No,5,No,Yes,No,No,No,Bank transfer (automatic),One year,No,76.13,280.83,No
Female,1,No,No,4,Yes,No,No,Yes,Yes,Mailed check,Two year,Yes,65.82,240.89,No
Female,0,Yes,No,35,Yes,No,Yes,Yes,No,Mailed check,Month-to-month,Yes,87.24,3049.82,Yes
Male,0,Yes,No,3,Yes,No,Yes,Yes,No,Credit card (automatic),One year,Yes,90.79,258.08,No
Female,0,No,No,25,No,No,No,Yes,No,Electronic check,One year,Yes,18.0,438.85,No
Male,1,No,No,41,No,Yes,Yes,Yes,No,Bank transfer (automatic),Two year,No,94.77,3913.63,No
Male,0,No,Yes,30,No,No,No,No,No,Electronic check,Month-to-month,Yes,76.05,2236.57,Yes
Male,0,No,No,15,Yes,Yes,No,No,No,Electronic check,Month-to-month,No,57.25,870.98,Yes
Male,1,No,No,21,No,No,No,No,Yes,Mailed check,Month-to-month,No,57.92,1211.29,Yes
Male,1,No,No,44,No,Yes,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,70.76,3073.82,No
Female,0,No,No,69,Yes,No,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,57.91,4071.13,Yes
Female,0,Yes,No,57,Yes,No,No,Yes,No,Mailed check,Month-to-month,No,47.51,2741.83,No
Female,0,Yes,No,40,Yes,Yes,Yes,No,No,Electronic check,Month-to-month,Yes,53.01,2085.13,Yes
Male,0,No,No,10,Yes,Yes,No,No,No,Mailed check,Two year,No,45.04,473.64,No
Female,0,No,No,18,No,Yes,No,No,Yes,Electronic check,Month-to-month,Yes,102.32,1779.19,Yes
Female,0,Yes,No,32,Yes,No,No,No,Yes,Mailed check,Month-to-month,Yes,71.34,2253.08,Yes
Female,0,Yes,No,18,No,No,No,No,No,Mailed check,One year,Yes,124.07,2292.97,Yes
Female,0,Yes,Yes,50,No,Yes,Yes,No,No,Mailed check,Month-to-month,Yes,78.91,3961.11,Yes
Female,0,Yes,No,27,Yes,No,No,Yes,Yes,Bank transfer (automatic),One year,No,84.13,2283.82,Yes
Female,0,No,No,61,Yes,No,No,No,Yes,Credit card (automatic),Two year,Yes,44.52,2760.22,No
Female,1,Yes,No,20,No,No,Yes,No,Yes,Electronic check,Month-to-month,Yes,64.76,1322.77,Yes
Female,0,No,No,36,No,No,Yes,Yes,No,Mailed check,Month-to-month,Yes,71.74,2570.83,Yes
Female,0,No,No,52,No,No,No,No,No,Credit card (automatic),Month-to-month,Yes,54.71,2886.85,No
Female,0,No,No,15,Yes,No,No,No,No,Bank transfer (automatic),Month-to-month,No,58.84,806.67,No
Male,0,Yes,No,55,No,Yes,Yes,No,No,Credit card (automatic),One year,No,80.08,4374.56,Yes
Female,0,No,No,43,No,Yes,Yes,Yes,No,Bank transfer (automatic),Month-to-month,No,80.55,3459.47,No
Female,0,No,Yes,47,Yes,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,37.91,1806.57,No
Female,1,No,No,33,No,No,No,No,Yes,Electronic check,Month-to-month,Yes,76.81,2520.1,Yes
Male,0,Yes,No,68,No,Yes,No,Yes,Yes,Electronic check,Month-to-month,Yes,83.27,5582.24,No
Male,1,Yes,No,56,No,No,Yes,Yes,No,Bank transfer (automatic),Month-to-month,Yes,55.83,3040.07,No
Male,1,No,No,14,Yes,Yes,Yes,Yes,No,Mailed check,Month-to-month,No,53.39,744.45,Yes
Female,1,Yes,No,41,No,Yes,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,80.6,3282.91,No
Female,0,Yes,Yes,66,Yes,No,No,No,No,Credit card (automatic),One year,No,18.0,1147.05,No
Female,1,No,Yes,21,No,No,No,No,Yes,Electronic check,Two year,Yes,70.05,1422.57,Yes
Male,0,No,No,39,Yes,No,No,Yes,Yes,Mailed check,One year,Yes,109.23,4265.84,Yes
Male,0,Yes,Yes,55,Yes,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,18.0,1048.6,Yes
Male,0,Yes,No,20,No,Yes,Yes,Yes,No,Credit card (automatic),Month-to-month,Yes,89.75,1801.0,Yes
Male,0,Yes,No,38,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),One year,Yes,83.07,3215.72,No
Male,0,No,Yes,40,No,No,Yes,No,Yes,Bank transfer (automatic),One year,No,35.49,1402.59,Yes
Male,0,No,No,13,Yes,Yes,Yes,No,No,Credit card (automatic),Two year,No,82.49,1092.35,No
Male,0,Yes,No,13,No,No,No,Yes,No,Mailed check,Month-to-month,Yes,94.03,1283.28,No
Female,0,Yes,No,41,Yes,Yes,Yes,No,No,Electronic check,Month-to-month,No,41.76,1705.1,No
Female,1,Yes,No,13,No,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,53.03,690.51,Yes
Male,0,Yes,No,69,No,Yes,Yes,No,Yes,Mailed check,Two year,No,70.63,4856.38,No
Female,0,No,Yes,38,Yes,No,No,Yes,Yes,Credit card (automatic),One year,Yes,93.46,3578.3,Yes
Female,0,Yes,Yes,51,Yes,No,Yes,No,Yes,Mailed check,Two year,No,57.01,2948.27,No
Male,0,Yes,No,29,Yes,No,Yes,No,No,Bank transfer (automatic),One year,Yes,68.99,2016.51,Yes
Female,0,Yes,No,22,No,No,Yes,Yes,No,Mailed check,Two year,Yes,54.04,1178.61,No
Male,0,Yes,No,36,Yes,No,No,No,No,Bank transfer (automatic),Month-to-month,No,70.59,2473.73,Yes
Male,0,No,No,52,Yes,Yes,No,No,Yes,Electronic check,Two year,Yes,95.12,4944.08,No
Female,0,No,Yes,29,Yes,No,No,Yes,Yes,Mailed check,Two year,No,72.54,2095.07,No
Male,0,No,No,21,No,No,No,No,No,Electronic check,Two year,Yes,61.42,1300.46,No
Male,0,Yes,No,11,No,No,No,No,Yes,Mailed check,Two year,Yes,69.21,766.61,No
Male,1,No,No,40,No,No,No,Yes,Yes,Mailed check,Month-to-month,Yes,50.78,2102.16,No
Female,0,Yes,No,49,No,Yes,Yes,No,Yes,Bank transfer (automatic),One year,No,46.13,2229.26,No
Male,1,No,Yes,38,No,No,Yes,Yes,Yes,Mailed check,Month-to-month,Yes,98.88,3686.63,Yes
Male,0,No,Yes,19,No,Yes,No,No,Yes,Credit card (automatic),One year,Yes,109.31,2025.38,No
Male,0,Yes,No,18,No,Yes,No,No,Yes,Credit card (automatic),One year,Yes,27.0,457.55,No
Female,0,No,No,28,Yes,Yes,No,No,No,Electronic check,One year,Yes,83.97,2399.88,No
Female,1,Yes,No,26,No,No,No,No,Yes,Electronic check,Month-to-month,No,90.61,2297.6,Yes
Male,1,No,No,15,No,Yes,No,No,No,Electronic check,One year,No,40.92,561.42,Yes
Female,0,Yes,Yes,68,No,No,Yes,Yes,No,Electronic check,Two year,Yes,58.68,4008.72,Yes
Female,0,Yes,No,24,Yes,No,No,Yes,No,Electronic check,One year,Yes,56.15,1385.84,Yes
Female,0,Yes,Yes,19,Yes,No,No,No,No,Credit card (automatic),Month-to-month,Yes,115.62,2127.12,Yes
Female,0,Yes,Yes,44,No,Yes,No,Yes,Yes,Credit card (automatic),Two year,No,109.66,4745.24,No
Female,1,Yes,No,58,Yes,No,Yes,No,Yes,Electronic check,One year,No,47.89,2742.33,No
Female,0,Yes,No,34,No,Yes,Yes,Yes,No,Bank transfer (automatic),Month-to-month,Yes,34.98,1218.83,Yes
Male,0,No,No,49,Yes,No,Yes,Yes,No,Credit card (automatic),Month-to-month,No,88.55,4345.47,No
Female,0,Yes,Yes,7,No,No,No,Yes,Yes,Mailed check,One year,Yes,83.05,547.63,Yes
Female,0,Yes,No,39,Yes,Yes,No,No,No,Credit card (automatic),One year,Yes,99.86,3927.65,Yes
Female,1,No,No,5,Yes,No,Yes,Yes,No,Credit card (automatic),Month-to-month,Yes,44.58,228.5,No
Male,0,No,No,10,Yes,Yes,No,Yes,No,Credit card (automatic),Month-to-month,Yes,87.36,868.81,Yes
Female,0,Yes,No,43,No,No,No,No,No,Bank transfer (automatic),Two year,Yes,52.44,2182.18,Yes
Male,0,Yes,No,15,No,Yes,No,No,No,Mailed check,Two year,Yes,84.96,1239.67,Yes
Male,0,No,Yes,3,No,No,No,No,No,Electronic check,Month-to-month,Yes,69.11,295.39,Yes
Male,0,No,No,13,No,No,No,Yes,No,Credit card (automatic),Two year,Yes,115.61,1487.86,Yes
Male,1,Yes,No,56,No,Yes,No,Yes,No,Electronic check,Month-to-month,Yes,80.74,4478.24,Yes
Female,0,No,No,43,No,No,No,No,No,Mailed check,Month-to-month,Yes,62.46,2668.76,Yes
Male,0,Yes,No,28,No,Yes,No,Yes,Yes,Electronic check,One year,No,73.31,2058.05,Yes
Female,0,Yes,No,71,No,No,Yes,Yes,No,Mailed check,Month-to-month,Yes,67.59,4838.47,No
Male,0,No,No,28,No,No,No,No,No,Electronic check,Month-to-month,Yes,42.29,1212.17,No
Male,0,No,Yes,64,Yes,No,No,Yes,No,Credit card (automatic),Two year,Yes,116.2,7406.19,No
Male,0,No,No,25,No,Yes,No,No,Yes,Mailed check,Month-to-month,Yes,108.37,2766.45,Yes
Male,0,Yes,No,2,Yes,No,No,Yes,No,Mailed check,Month-to-month,Yes,65.77,168.2,Yes
Female,0,Yes,No,8,Yes,No,No,Yes,Yes,Mailed check,Month-to-month,Yes,86.8,674.35,Yes
Male,0,Yes,No,20,No,No,Yes,Yes,No,Bank transfer (automatic),Month-to-month,Yes,119.23,2378.92,Yes
Male,0,Yes,Yes,14,No,Yes,Yes,No,Yes,Bank transfer (automatic),One year,Yes,99.69,1422.63,Yes
Male,0,Yes,No,12,Yes,Yes,Yes,No,No,Credit card (automatic),Month-to-month,No,62.62,799.83,Yes
Female,0,Yes,No,28,Yes,No,Yes,No,No,Credit card (automatic),Month-to-month,Yes,67.89,1832.55,No
Male,0,No,No,71,No,No,Yes,Yes,Yes,Mailed check,Month-to-month,Yes,28.78,2046.49,No
Female,0,No,No,15,Yes,No,No,No,No,Credit card (automatic),One year,Yes,88.59,1327.52,No
Female,1,Yes,No,17,Yes,No,Yes,No,No,Mailed check,Two year,No,99.83,1671.4,Yes
Female,0,Yes,No,72,No,No,No,No,Yes,Bank transfer (automatic),Month-to-month,No,99.99,7173.58,No
Male,0,No,No,15,No,No,No,No,Yes,Bank transfer (automatic),Two year,No,86.82,1349.82,No
Female,0,Yes,Yes,60,No,No,Yes,No,Yes,Mailed check,Two year,No,78.46,4731.44,No
Female,0,No,No,45,No,Yes,No,No,No,Mailed check,Month-to-month,Yes,46.05,2167.16,Yes
Female,0,Yes,No,67,Yes,No,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,77.67,5178.45,No
Male,0,No,No,41,Yes,Yes,No,No,Yes,Electronic check,One year,No,54.84,2254.62,No
Female,0,No,No,43,No,No,No,Yes,Yes,Bank transfer (automatic),Two year,Yes,82.6,3565.92,Yes
Male,0,No,No,17,No,No,Yes,No,Yes,Mailed check,Month-to-month,No,51.67,918.67,Yes
Male,1,No,Yes,42,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,82.45,3524.1,Yes
Male,0,No,No,49,Yes,Yes,No,Yes,No,Credit card (automatic),One year,Yes,101.75,4990.21,No
Male,1,Yes,No,72,Yes,No,Yes,Yes,Yes,Electronic check,One year,Yes,79.05,5642.45,No
Female,1,No,Yes,7,Yes,Yes,No,No,No,Electronic check,Month-to-month,Yes,77.88,513.19,No
Female,1,No,Yes,12,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Month-to-month,Yes,91.91,1109.37,No
Female,0,No,No,2,Yes,No,No,No,No,Electronic check,Month-to-month,Yes,112.49,275.5,Yes
Male,0,Yes,No,57,No,No,No,No,Yes,Electronic check,Two year,Yes,67.43,3778.15,No
Male,0,Yes,No,6,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),One year,Yes,82.5,442.38,No
Male,0,No,Yes,66,No,No,Yes,No,No,Electronic check,Month-to-month,No,106.27,7047.86,Yes
Female,1,No,No,27,No,No,Yes,No,No,Bank transfer (automatic),Two year,No,86.06,2265.49,Yes
Female,0,Yes,Yes,21,No,No,No,No,Yes,Electronic check,Month-to-month,No,21.94,410.18,Yes
Female,0,Yes,No,71,No,No,No,Yes,Yes,Electronic check,Two year,Yes,52.83,3801.73,No
Female,0,Yes,No,52,Yes,No,Yes,No,No,Mailed check,Month-to-month,Yes,88.03,4567.34,No
Female,0,Yes,No,40,Yes,No,No,Yes,No,Credit card (automatic),Month-to-month,Yes,60.4,2402.43,Yes
Male,0,Yes,No,65,No,No,Yes,No,No,Mailed check,Month-to-month,Yes,104.57,6858.53,No
Female,0,Yes,No,55,Yes,No,No,No,No,Electronic check,Month-to-month,Yes,114.59,6254.63,Yes
Male,1,Yes,Yes,46,Yes,Yes,No,Yes,No,Mailed check,Two year,No,55.83,2511.49,No
Female,0,No,No,24,Yes,Yes,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,45.22,1158.59,No
Female,0,Yes,No,71,No,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,61.33,4365.04,No
Male,0,Yes,No,52,Yes,Yes,Yes,Yes,Yes,Electronic check,One year,Yes,59.95,3147.78,No
Male,1,Yes,No,69,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,106.87,7359.76,Yes
Female,0,Yes,No,70,No,Yes,No,Yes,No,Mailed check,Month-to-month,Yes,45.15,3155.84,No
Female,0,No,No,40,No,No,Yes,No,Yes,Bank transfer (automatic),Month-to-month,No,87.82,3481.06,Yes
Female,0,No,Yes,26,Yes,No,Yes,Yes,No,Credit card (automatic),Two year,No,103.31,2700.33,Yes
Male,1,Yes,Yes,69,No,No,Yes,No,Yes,Bank transfer (automatic),One year,No,89.66,6224.04,No
Female,0,Yes,Yes,72,No,No,No,No,Yes,Bank transfer (automatic),Two year,No,80.47,5803.01,No
Male,0,Yes,No,9,No,Yes,No,No,No,Mailed check,One year,Yes,66.11,642.7,Yes
Female,1,Yes,No,46,Yes,No,No,No,No,Bank transfer (automatic),Month-to-month,No,114.38,5291.08,No
Male,0,Yes,No,44,No,Yes,Yes,No,No,Bank transfer (automatic),Month-to-month,No,64.11,2773.83,No
Female,0,Yes,No,54,No,No,Yes,Yes,Yes,Electronic check,One year,Yes,92.76,5002.46,Yes
Male,0,Yes,Yes,71,Yes,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,No,66.19,4679.34,No
Male,0,No,No,19,Yes,Yes,No,Yes,No,Mailed check,Two year,No,25.8,524.09,No
Female,0,Yes,Yes,71,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Month-to-month,No,63.53,4531.3,Yes
Female,0,Yes,No,47,Yes,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,66.25,3119.44,No
Male,0,Yes,No,6,Yes,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,66.56,444.96,Yes
Female,0,Yes,No,37,Yes,No,No,Yes,Yes,Electronic check,Month-to-month,No,54.15,1919.69,Yes
Female,0,Yes,Yes,10,Yes,Yes,No,Yes,No,Credit card (automatic),One year,No,85.02,823.04,No
Female,0,Yes,Yes,69,No,No,No,No,Yes,Electronic check,One year,Yes,87.69,6027.3,No
Female,0,Yes,No,55,No,No,No,Yes,No,Electronic check,One year,Yes,62.66,3457.65,No
Female,1,Yes,Yes,66,No,No,Yes,No,Yes,Credit card (automatic),Two year,Yes,62.46,4147.16,No
Female,0,No,No,44,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,44.78,1970.41,Yes
Female,0,No,No,29,No,Yes,No,No,No,Bank transfer (automatic),Month-to-month,No,76.1,2147.86,No
Female,0,Yes,No,31,Yes,No,No,Yes,Yes,Mailed check,Two year,Yes,103.07,3213.48,No
Female,0,Yes,Yes,69,No,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,Yes,103.09,7118.75,No
Female,0,No,No,11,Yes,No,No,No,No,Credit card (automatic),Month-to-month,Yes,55.62,545.73,Yes
Male,0,No,No,64,No,Yes,No,Yes,No,Mailed check,Month-to-month,Yes,117.79,7525.18,Yes
Female,0,Yes,No,31,No,Yes,No,Yes,No,Credit card (automatic),One year,No,61.31,1917.38,No
Female,0,Yes,No,43,No,No,No,Yes,No,Electronic check,One year,Yes,45.62,2035.94,Yes
Female,0,Yes,Yes,49,Yes,No,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,37.32,1779.46,Yes
Male,0,No,No,6,No,Yes,Yes,Yes,No,Bank transfer (automatic),Month-to-month,No,44.17,300.57,Yes
Female,0,Yes,No,11,Yes,No,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,78.01,809.67,Yes
Female,1,Yes,No,12,Yes,Yes,Yes,No,No,Bank transfer (automatic),Month-to-month,Yes,63.82,708.67,Yes
Female,0,Yes,No,57,Yes,No,No,No,No,Credit card (automatic),Month-to-month,Yes,54.83,3070.89,Yes
Female,0,Yes,No,6,Yes,Yes,No,No,No,Mailed check,One year,No,49.66,325.2,No
Female,0,Yes,No,44,No,Yes,Yes,Yes,Yes,Credit card (automatic),Two year,Yes,43.93,1938.91,No
Female,0,No,No,8,Yes,Yes,Yes,No,Yes,Electronic check,One year,Yes,48.64,374.98,Yes
Male,0,Yes,No,56,Yes,Yes,No,Yes,No,Mailed check,Two year,Yes,94.37,5305.29,No
Male,0,Yes,No,71,No,No,No,Yes,Yes,Credit card (automatic),Two year,No,113.28,8044.72,Yes
Female,0,Yes,Yes,30,No,Yes,No,No,No,Electronic check,One year,Yes,114.76,3447.89,Yes
Male,0,No,No,16,Yes,No,Yes,No,No,Mailed check,Month-to-month,No,86.49,1370.18,Yes
Male,0,Yes,No,33,No,No,No,Yes,Yes,Bank transfer (automatic),Two year,No,58.19,1873.88,No
Female,0,Yes,Yes,50,No,No,Yes,No,Yes,Mailed check,Month-to-month,No,53.97,2774.73,No
Female,1,Yes,No,53,No,No,Yes,No,No,Electronic check,Month-to-month,Yes,88.15,4734.83,Yes
Female,0,No,No,46,No,Yes,No,Yes,No,Electronic check,Month-to-month,Yes,64.09,3019.58,No
Male,1,No,No,42,No,Yes,No,No,Yes,Electronic check,One year,No,79.89,3330.94,No
Female,0,No,No,46,Yes,No,No,No,Yes,Electronic check,Two year,No,116.33,5320.52,No
Male,1,No,Yes,16,No,No,Yes,No,Yes,Electronic check,One year,No,75.2,1184.61,No
Female,0,Yes,Yes,15,Yes,No,Yes,No,No,Credit card (automatic),Month-to-month,No,124.67,1918.36,Yes
Male,0,Yes,No,68,No,No,No,Yes,No,Electronic check,One year,Yes,42.96,2920.93,No
Male,0,Yes,No,42,Yes,No,Yes,No,No,Credit card (automatic),Two year,Yes,80.74,3366.56,No
Female,0,No,No,63,Yes,No,Yes,Yes,No,Credit card (automatic),One year,No,77.53,4900.74,No
Female,1,No,No,46,No,No,Yes,No,No,Mailed check,Month-to-month,Yes,46.38,2100.43,Yes
Male,0,Yes,Yes,33,No,No,Yes,No,No,Credit card (automatic),Month-to-month,No,89.24,2883.92,Yes
Female,0,No,Yes,42,Yes,No,No,No,Yes,Electronic check,Month-to-month,No,106.74,4488.87,No
Female,0,Yes,No,50,Yes,No,Yes,Yes,No,Bank transfer (automatic),Two year,Yes,122.86,6119.98,No
Male,1,Yes,Yes,14,Yes,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,79.87,1117.58,Yes
Female,0,Yes,No,34,No,Yes,No,No,No,Credit card (automatic),Two year,No,24.4,708.69,No
Female,0,No,No,53,No,Yes,No,Yes,No,Electronic check,Month-to-month,No,81.45,4276.59,Yes
Female,1,No,No,7,Yes,Yes,No,Yes,Yes,Electronic check,Two year,Yes,87.81,612.62,No
Female,1,Yes,No,6,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,64.36,317.9,Yes
Male,0,No,Yes,12,Yes,No,No,No,No,Credit card (automatic),One year,No,75.16,835.25,No
Male,0,No,Yes,43,Yes,Yes,Yes,Yes,No,Electronic check,One year,No,58.4,2512.85,No
Female,1,No,Yes,18,No,No,No,No,Yes,Mailed check,One year,No,66.79,1233.81,No
Female,0,No,No,32,Yes,Yes,Yes,No,No,Mailed check,One year,Yes,94.42,2981.3,Yes
Male,0,Yes,No,10,No,No,No,No,No,Mailed check,Month-to-month,Yes,103.34,1021.57,Yes
Female,0,No,No,19,No,Yes,No,No,No,Mailed check,Month-to-month,Yes,39.5,739.8,No
Female,0,No,Yes,2,Yes,No,Yes,Yes,Yes,Mailed check,Month-to-month,No,57.73,45.15,Yes
Female,0,No,No,59,No,No,Yes,Yes,No,Bank transfer (automatic),One year,Yes,31.88,1934.02,No
Female,0,Yes,Yes,34,No,No,Yes,Yes,No,Mailed check,One year,Yes,114.12,3871.84,No
Male,0,No,No,13,No,No,Yes,No,No,Mailed check,Month-to-month,Yes,90.9,1173.93,Yes
Female,0,No,No,38,No,Yes,No,No,No,Mailed check,One year,Yes,21.98,851.87,No
Female,0,Yes,Yes,68,Yes,No,Yes,No,Yes,Mailed check,Month-to-month,Yes,68.45,4584.48,No
Male,0,No,No,60,Yes,Yes,No,No,No,Bank transfer (automatic),Month-to-month,No,63.2,3833.22,Yes
Female,0,Yes,Yes,64,No,No,No,No,Yes,Mailed check,Month-to-month,Yes,51.86,3366.16,No
Male,0,Yes,No,30,Yes,No,Yes,No,Yes,Mailed check,One year,Yes,94.87,2852.44,No
Female,0,Yes,No,26,Yes,No,Yes,No,Yes,Electronic check,Month-to-month,Yes,94.32,2473.15,Yes
Female,0,No,No,23,No,No,No,Yes,Yes,Electronic check,Two year,No,76.47,1744.06,Yes
Female,0,No,No,22,Yes,Yes,No,Yes,Yes,Credit card (automatic),One year,Yes,54.6,1240.06,Yes
Male,1,Yes,No,67,No,No,No,No,Yes,Credit card (automatic),One year,Yes,54.8,3634.7,Yes
Male,0,No,Yes,10,No,Yes,Yes,No,Yes,Electronic check,Month-to-month,Yes,71.05,709.08,Yes
Female,1,Yes,No,62,No,No,No,No,No,Mailed check,One year,No,59.03,3661.01,No
Female,0,Yes,No,66,Yes,No,No,Yes,Yes,Mailed check,Two year,No,69.86,4609.04,No
Female,0,No,Yes,61,No,No,Yes,No,Yes,Bank transfer (automatic),Month-to-month,No,83.39,5135.14,Yes
Male,1,No,No,46,No,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,33.2,1625.45,Yes
Female,1,No,No,62,Yes,No,No,Yes,Yes,Credit card (automatic),Month-to-month,Yes,51.8,3206.88,No
Male,0,No,No,3,No,Yes,No,No,Yes,Electronic check,Month-to-month,No,69.19,228.74,Yes
Male,0,No,Yes,59,No,No,Yes,No,No,Credit card (automatic),Month-to-month,Yes,107.57,6310.42,Yes
Male,0,Yes,No,37,Yes,No,No,Yes,No,Electronic check,One year,No,90.29,3387.09,Yes
Female,0,Yes,No,70,Yes,No,Yes,Yes,Yes,Electronic check,Month-to-month,No,69.91,4870.69,Yes
Female,0,Yes,Yes,7,No,Yes,No,No,No,Electronic check,Two year,No,79.66,699.12,Yes
Female,1,No,Yes,67,Yes,Yes,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,67.56,4451.6,No
Male,0,No,No,42,No,No,No,Yes,No,Credit card (automatic),One year,Yes,95.85,4122.48,No
Male,0,No,No,8,No,No,No,No,No,Mailed check,Two year,Yes,80.41,687.89,No
Male,0,Yes,No,37,Yes,No,No,No,Yes,Electronic check,Month-to-month,No,100.69,3675.07,Yes
Female,0,Yes,Yes,3,No,Yes,No,Yes,Yes,Credit card (automatic),Month-to-month,No,37.47,216.79,Yes
Female,0,No,No,6,No,Yes,Yes,No,No,Electronic check,Month-to-month,Yes,50.65,262.13,No
Male,0,No,No,39,Yes,No,Yes,No,Yes,Electronic check,Month-to-month,No,76.59,2972.85,No
Male,0,Yes,No,59,No,Yes,No,Yes,Yes,Electronic check,One year,Yes,81.84,4770.47,No
Male,0,Yes,No,8,No,Yes,Yes,Yes,No,Mailed check,Two year,Yes,127.61,1014.27,Yes
Male,0,Yes,Yes,19,No,Yes,Yes,Yes,No,Credit card (automatic),One year,Yes,26.61,503.3,No
Female,0,Yes,Yes,29,No,Yes,No,Yes,Yes,Electronic check,Two year,No,69.21,2044.33,No
Female,1,Yes,No,39,No,Yes,Yes,No,No,Bank transfer (automatic),Month-to-month,Yes,68.13,2766.79,Yes
Female,0,Yes,No,1,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,75.71,52.62,Yes
Male,0,No,Yes,47,Yes,Yes,No,No,Yes,Electronic check,Month-to-month,Yes,111.6,5121.25,No
Male,0,Yes,No,36,Yes,No,No,Yes,No,Bank transfer (automatic),One year,Yes,91.03,3306.28,No
